ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_120	-0.148	10.833	0.690347582262732	0.836646407642914	NotSig	0.104	0.116	0.14	0.13	0.124	0.072	0.03	0.126	0.103	0.126	0.134	0.069	0.142	0.12
ASV_150	-0.182	10.798	0.704747410020487	0.848478789695718	NotSig	0.1	0.115	0.149	0.13	0.062	0.096	0.038	0.126	0.026	0.11	0.161	0.061	0.092	0.24
ASV_4	-0.147	15.205	0.716847255407803	0.857405540781883	NotSig	2.424	2.718	4.717	1.224	1.41	2.056	3.634	1.501	3.114	3.985	1.755	1.662	3.292	2.499
ASV_251	-0.145	10.778	0.725460757269766	0.859822252910292	NotSig	0.099	0.112	0.14	0.122	0.062	0.08	0.076	0.117	0.069	0.177	0.107	0.208	0.05	0.06
ASV_39	0.135	12.823	0.730327428075862	0.859822252910292	NotSig	0.498	0.47	0.335	0.729	0.744	0.304	0.522	0.352	0.344	0.657	0.519	0.632	0.142	0.524
ASV_7	-0.186	14.648	0.732963231989102	0.859822252910292	NotSig	1.573	1.872	0.754	0.373	3.215	1.144	3.301	0.654	2.219	2.612	1.675	0.701	1.663	2.361
ASV_410	0.149	11.536	0.745206136825404	0.868616070312413	NotSig	0.192	0.18	0.056	0.165	0.372	0.184	0.235	0.143	0.12	0.11	0.17	0.113	0.309	0.258
ASV_31	0.117	13.184	0.76450238656961	0.878987257904345	NotSig	0.634	0.6	0.381	0.304	0.968	0.592	0.939	0.621	0.499	0.699	0.296	0.571	0.936	0.601
ASV_23	0.23	13.334	0.77001534004792	0.878987257904345	NotSig	0.718	0.658	0.419	0.399	3.076	0.192	0.061	0.159	0.464	0.093	0.887	0.745	0.627	1.133
ASV_80	-0.195	11.809	0.770701881113843	0.878987257904345	NotSig	0.214	0.255	0.288	0.208	0.209	0.24	0.144	0.193	0.026	0	0.412	0.338	0.343	0.412
ASV_27	-0.079	12.984	0.77331665859344	0.878987257904345	NotSig	0.526	0.567	0.558	0.72	0.511	0.328	0.401	0.637	0.576	0.506	0.654	0.597	0.368	0.704
ASV_121	0.124	11.087	0.783722242137432	0.880275515983751	NotSig	0.14	0.128	0.186	0.104	0.085	0.08	0.106	0.277	0.086	0.135	0.125	0.078	0.276	0.069
ASV_118	0.086	11.631	0.787862386800892	0.880275515983751	NotSig	0.204	0.199	0.214	0.156	0.225	0.192	0.318	0.117	0.155	0.185	0.197	0.234	0.226	0.197
ASV_142	0.117	10.94	0.78888079028052	0.880275515983751	NotSig	0.124	0.117	0.186	0.2	0.139	0.04	0.068	0.109	0.103	0.059	0.17	0.121	0.058	0.189
ASV_605	0.126	10.509	0.808351880771196	0.888104853013039	NotSig	0.088	0.082	0.047	0.217	0.093	0.072	0.023	0.075	0.06	0.025	0.09	0.121	0.142	0.052
ASV_97	-0.079	11.695	0.808694600036053	0.888104853013039	NotSig	0.203	0.223	0.112	0.208	0.139	0.208	0.341	0.21	0.198	0.16	0.278	0.26	0.184	0.258
ASV_29	-0.086	13.088	0.810456341274194	0.888104853013039	NotSig	0.568	0.608	0.633	0.512	0.442	0.864	0.167	0.788	0.74	0.615	0.627	0.554	0.744	0.369
ASV_36	-0.09	13.009	0.828851459758698	0.901745350040638	NotSig	0.534	0.571	0.53	0.26	0.232	0.712	0.522	0.948	0.748	1.011	0.43	0.494	0.46	0.283
ASV_535	-0.142	10.781	0.83275936697742	0.901745350040638	NotSig	0.102	0.11	0.093	0.356	0.039	0.024	0.023	0.075	0.292	0.051	0.081	0.052	0.1	0.086
ASV_50	0.063	12.444	0.850292292714745	0.915314644510578	NotSig	0.375	0.368	0.354	0.608	0.426	0.384	0.174	0.302	0.292	0.219	0.43	0.476	0.267	0.524
ASV_110	-0.064	11.379	0.860603140134648	0.920996342951114	NotSig	0.162	0.174	0.093	0.312	0.124	0.192	0.167	0.084	0.163	0.152	0.224	0.13	0.159	0.215
ASV_123	0.106	11.224	0.868837097406455	0.924402260612682	NotSig	0.157	0.148	0.065	0.252	0.07	0.144	0.023	0.386	0.043	0.084	0.313	0.069	0.075	0.301
ASV_127	-0.068	11.148	0.894215886528926	0.945904666097072	NotSig	0.133	0.145	0.13	0.061	0.364	0.096	0.053	0.092	0.155	0.152	0.161	0.078	0.084	0.24
ASV_44	0.044	12.725	0.906891074965475	0.947663501825713	NotSig	0.45	0.454	0.316	0.686	0.558	0.376	0.538	0.226	0.533	0.362	0.421	0.866	0.242	0.301
ASV_63	-0.057	10.981	0.911176505726471	0.947663501825713	NotSig	0.118	0.125	0.112	0.095	0.07	0.112	0.204	0.117	0.103	0.051	0.027	0.113	0.301	0.155
ASV_236	-0.043	10.62	0.91141407825861	0.947663501825713	NotSig	0.091	0.095	0.102	0.13	0.062	0.056	0.061	0.134	0.129	0.093	0.134	0.078	0.033	0.103
ASV_155	0.034	10.797	0.924889811409174	0.956242008406095	NotSig	0.107	0.106	0.158	0.087	0.039	0.12	0.114	0.126	0.146	0.084	0.107	0.095	0.134	0.069
ASV_282	-0.03	11.221	0.941993681490856	0.968454178161948	NotSig	0.147	0.153	0.14	0.286	0.132	0.152	0.053	0.117	0.224	0.051	0.197	0.147	0.125	0.172
ASV_159	0.022	10.82	0.964719703264902	0.981431676749976	NotSig	0.109	0.109	0.13	0.156	0.062	0.224	0.015	0.067	0.095	0.059	0.134	0.104	0.067	0.197
ASV_169	-0.036	10.806	0.965342632868829	0.981431676749976	NotSig	0.107	0.112	0.019	0.451	0	0.048	0.091	0.034	0.206	0.042	0.251	0.052	0.058	0.06
ASV_192	0.019	11.001	0.975083090928225	0.985857489723012	NotSig	0.121	0.124	0.102	0.009	0.186	0.048	0.265	0.117	0.232	0.051	0.072	0.095	0.184	0.112
ASV_474	0.014	10.564	0.982997742722255	0.988046433107258	NotSig	0.087	0.089	0.074	0.156	0.201	0.04	0	0.05	0.052	0.076	0.09	0.121	0.159	0.034
ASV_134	0.005	11.161	0.988046433107258	0.988046433107258	NotSig	0.141	0.143	0.13	0.208	0.07	0.192	0.121	0.126	0.112	0.16	0.107	0.234	0.15	0.094
