	SRS024568.571681	SRS013177.574389	SRS020413.572892	SRS017935.572108	SRS013490.574260	SRS017641.576524	SRS013638.573699	SRS024625.570280	SRS023176.573947	SRS020290.575215	SRS017764.574643	SRS018076.571839	SRS049911.575200	SRS021484.575748	SRS017997.575028	SRS018313.575129	SRS024151.575546	SRS017307.573991	SRS016916.571068	SRS020869.573690	SRS023914.571128	SRS017641.575969	SRS020527.573698	SRS020233.575311	SRS013687.574921	SRS018102.573993	SRS017420.570810	SRS020895.570284	SRS013516.575410	SRS016364.575956	SRS016942.575808	SRS013474.572674	SRS024177.571285	SRS017029.575283	SRS058746.570279	SRS017230.573092	SRS017363.570258	SRS018339.573081	SRS017667.571840	SRS017847.570423	SRS023760.572972	SRS017667.576128	SRS013203.574575	SRS021510.573430	SRS018396.574712	SRS017420.571170	SRS016779.576334	SRS020316.575736	SRS017790.572183	SRS018216.570352	SRS016424.570841	SRS020437.572627	SRS024592.570730	SRS013472.575723	SRS020551.575598	SRS020257.573938	SRS018100.575514	SRS023995.573098	SRS013201.576199	SRS016777.576593	SRS017361.573508	SRS017665.574059	SRS023758.576043	SRS017088.576058	SRS020893.572891	SRS045289.571763	SRS023938.573037	SRS017227.576007	SRS017418.570288	SRS020314.575041	SRS024649.576282	SRS017304.575372	SRS018214.570641	SRS013662.573790	SRS055687.571803
4451646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75	0	4.25	4.75	6	0	4.5	0.75	10.25	9	0.5	0	1.5	0	0	1.5	3.25	0.5	3.75	7.75	9.75	0	23	2	2	4.25	10.25	0	0	16.25	0	9.5	15.5	8.25	1.25	11.75	0	13.5	0	5.25	0	11.75	1.25	0	11.25	0	18.5	3.5	1
4451397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	2.5	10	0	13.5	3.5	2.5	0	1.5	7	0	4.5	0	5.5	0	1.5	0	1.5	2.5	14	2	1	0	1	2	9.5	2	1	13	4.5	8.5	6.5	7.5	1	2	4	0	5	3.5	11	0	11	0	0	4	1	0	0	1.5
4437231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.666666666666667	0	0	0	0	0	0.666666666666667	0	0	2	0	0.666666666666667	0	0.666666666666667	0.666666666666667	2.66666666666667	0.666666666666667	0	0.666666666666667	0	0	0	0	0	0.666666666666667	0	0	1.33333333333333	0	1	1	0	0	0	0	0	0	1.66666666666667	0	0
4473116	0	0	0.75	1.25	0.5	0	4.25	0	0	1.75	0	0	0	0	2.75	0.75	3	0	0	2	2.5	0	0	3.5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4477910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.3333333333333	92.6666666666667	0	59	24	1.33333333333333	3.33333333333333	7.33333333333333	43.6666666666667	11.6666666666667	47.3333333333333	0	2.66666666666667	2	37.6666666666667	0	2.33333333333333	3.33333333333333	4.66666666666667	7.66666666666667	116	27.6666666666667	0	5	33.6666666666667	21	120	51.6666666666667	34.6666666666667	13	63.6666666666667	20	9	12.6666666666667	56.3333333333333	4	7.33333333333333	0	0	0	92.6666666666667	47.3333333333333	21.3333333333333	12	2	8.33333333333333	101.333333333333	252.333333333333	54.3333333333333	7.33333333333333
4472294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.25	49.25	2.25	34.75	40.25	0.75	5.75	2.25	13.25	1.75	56.25	0	1	2.25	23.25	20.75	2.5	6	116.5	20	45.25	1.25	0.75	3.25	1.75	18	44.25	35	43	10	41.5	48.25	11.25	10.75	2.75	2.25	4.25	39.5	7.5	7.5	31.25	203.5	81	11.25	1	1.25	61.5	6	6.25	83.5
4393181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	4.5	2.5	0	0	0	1	1.5	0	0	0	1.5	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4.5	0	0	0	0	0	1.5
4319972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.75	0	0	0	0.5	0.75	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	2	0	0	0	0	0	0	1.25	0	0	0	0	0	0
4459669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2.6	0.4	0.4	0	2.4	4.2	1.6	1.6	5.8	0	40	10.6	1	5.4	3.8	0	0	0.4	10.2	0.6	3	0	4.4	0	1.8	6.2	0	4.4	1.2	1.2	0.8	19.8	5.8	3	0	0	1	4.8	1.2	0	2.6	0	0	3	1
4308098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	2	0.6	0.4	1	0	0.8	0.6	0.6	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	1.4	0	0	0.8	0	0.4	0	0	0	1.8	0	0	0	0	0	0.6	0
4350387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6666666666667	0	2	0	2.66666666666667	0	4	0	0	0	0	0	0.666666666666667	1.33333333333333	0	0	3	0	0	0	0	0	1.66666666666667	0	0	0	0	0	0	0	0	0	0	1.66666666666667	2.33333333333333	0	0	0	0	5.33333333333333	2.33333333333333	0	0	0	0	0	0
1080820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	10.6	1.8	0.4	0	0	0	0	0	0	0	1.6	0.4	0	0	0	0	0	1.2	0	0.8	0	0	0	0	0	0	0
4459414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	2.8	13.4	42.4	26.2	0	15	0.4	36.4	9.2	17.6	10.6	5.2	1.6	1.8	14.6	7.6	6.6	3.6	7.6	6	1.4	13.2	1.4	2.8	2	19.8	0	0	6.8	0	4.6	13.8	10	0.4	28.8	4.6	38	0	0	14.6	12.4	32.4	2.4	23.6	6.2	0.6	47.2	1.6
4342860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	1.25	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
4431828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.25	1.25	1.5	0	26.5	1.75	1.25	2.5	0	5	1	1.75	6.25	10.75	3.25	3	5.25	1.5	0.5	4	1.25	0	4.25	1	0	0.75	3	0	1.25	0.5	3.25	0.5	4	0	0.75	3.5	0	0.75	4.5	0	0.75	0	0.5	3.5	0	0	3.5	0.75
176108	0.666666666666667	0	1.66666666666667	0	0	1.33333333333333	0	1.66666666666667	0	1.33333333333333	0	2	0	0	0.666666666666667	1.66666666666667	0	0	1	2.33333333333333	0	1.66666666666667	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4476578	1.16666666666667	0.666666666666667	9.33333333333333	0	0	0	1.5	14	5	0.333333333333333	0	0.5	0.5	0	0	0	0	0	0.5	1	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.5	0	0	1.25	0	0	4.5	2.25	4.25	0	1.25	1.25	1.25	0	0	0	1.5	0.5	1	1	0	1	3.5	0.5	0	1.5	0	0.5	0.5	0	0.5	0	0	0	0.75	0	0	0	0.75	0	1.25	4	0.75	0	0	0.5	0.75	0
4419634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.2	0	1.8	12.6	0	0	0.6	4.2	5.8	0	2.2	0	0	0	0.8	6.6	9	0	3.8	3.4	0.6	4.2	1.2	3	0.6	5	0	1	2.6	0.8	6.6	14.6	3.4	0	7.8	0	2	0	1.4	0	8	3	1.4	8.4	0	1.6	3.6	0
4321547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428571428571429	0	0	0	0.285714285714286	0.428571428571429	0	0	0	0	0	0	0	0.285714285714286	0	0	0	0	0	0	0	0	0	0	0.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714285714286	0	0	0
4470582	2.75	18.25	41.75	5.5	83	3.75	35	126.5	0	32	12.25	5.5	13	42.75	4	34.5	82	69.25	31.25	49	34.25	22.75	14	17.25	66.75	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4382476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75	0	11	0	0	0.75	0	1	1	13.5	2.75	11.5	0	0	20.25	3.75	2	46	0	0	0	16	0	0.75	0	2.5	0	0	0	0	2.75	3	0	0	3.5	0	36	0	0	0.75	1.5	0	0	3.5	0	0	10.5	0.5
4471189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66666666666667	0	0	0	0	0	0	0	1.66666666666667	0	0	0	0	0	0	4.66666666666667	1	1.66666666666667	1	0	0	0	0	0.666666666666667	5	0	1	0	0	0	2	5.33333333333333	0	0	0	1	0	0	0	0.666666666666667	3.66666666666667	0	0	0.666666666666667	0	0	0	2
4359214	6	0	2	0	15.6666666666667	1	1.33333333333333	0	0	0	0	0	0	5.66666666666667	0.666666666666667	0	11	0.666666666666667	0	0	10.3333333333333	0.666666666666667	0	0	2.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4438090	0	0	0.5	0.333333333333333	1.33333333333333	0.333333333333333	0	0	0	0	0	0	2	0	0	0	3	1.33333333333333	4.16666666666667	1.16666666666667	0	1.5	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4469052	4	20	169	0	20	240	14	2	0	19	16	0	21	23	3	44	21	10	84	14	0	312	25	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4468897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0.333333333333333	1.5	0	0.5	0	0.333333333333333	0	0.333333333333333	0	0.5	0.833333333333333	0	0	0	0	0	0.333333333333333	0	0.666666666666667	0.5	0	1.16666666666667
4468234	42.6	60.2	4	1.4	25.2	0	7.6	0	20	5.4	0	50	8.6	24.8	0	0	20.8	0	13.4	18.8	0.6	0	0	0.8	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4417335	23.4	2.4	1.2	0	0	0	0	0	2.2	0.4	0	4.8	0	0	0	0	0.6	0	1	1.4	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4402960	0	43.8	86.4	0	0	0	81.6	99.8	361.4	6.8	63.4	0	104.2	52.8	5.4	0	0	0	84.8	29.8	8	0	122	2.6	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4347860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.666666666666667	0	0	2	0	0	0	1	0	0	2	0	0	0.666666666666667	1	1	0	0	0	0	0	0	0	0	1.66666666666667
4465803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66666666666667	0	0.666666666666667	1	0	0	0	1	0	0	0	0	2.66666666666667	0	3.66666666666667	0	2.66666666666667	5.66666666666667	0	0	1.33333333333333	0	0	0.666666666666667	0	6	0	1.33333333333333	0	0	0	0	0	0.666666666666667	1.33333333333333	0	0	0	0	0	0.666666666666667	0	0
4472685	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0.75	0	0.5	0	0	0	0.5	1	3.25	1.75	0	0	0	0	0	0	0	4.5	0	1.25	0	1.25	2	0	0	1.5	1.25	0	0	0.5	0	1.75	0	0	1	0	0	0	0	0	0.75	1.75	0	0.5	1.5	6	0	0	0	2.25	0	2.75	1.25	0	0	0
4469811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75	0	2	4.5	9.5	0	6.75	7	1.75	1	0	4.5	0	0.75	26	0	5.25	0	0	6.25	1.25	0.5	7.75	0	0	1.5	6.75	0	0	2.75	2.75	12.5	2	2.5	0	0	15.5	13.25	0	0.75	16.25	2.5	5	3.25	3.75	1.25	0.75	1.5	0
1057995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	18	0	0	1	0	0	0	0	1.5	0	1.5	0	0	0	0	1.5	12.5	2.5	4.5	0	0	2.5	0	0	0	5.5	0	0	0	0	2	8.5	0	0	1	2.5	0	0	3	0	7	4	3	0	0	0	0	0
866280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	1	0.666666666666667	0	0	0	0	0	2.33333333333333	0.666666666666667	0	0.666666666666667	0.666666666666667	0.666666666666667	0	0	0	0	0	0	0	0	1.33333333333333
4464348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.75	39.5	80.25	45.25	43.5	15.75	58	9.25	18.25	12	7	20.75	10.25	11	48.5	63.5	9.5	30.5	10.25	10.75	43	34	2.25	12.5	90.75	60.75	32	16	52	45.5	33.5	44	25.75	34	27	113.25	14.25	60.5	46.25	143	26	2.25	11.75	11.75	6	34	59.75	110	10.5	43.25
4307228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	18.6666666666667	0	0	0	3	3	0.666666666666667	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0.666666666666667	0	0	5.66666666666667	0	0	0	0	0	0	29	0	0	0	0	0	0
4447444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1.5	0	8.5	2	0	0	1.5	2	0	2	1	2	0	0	0	0	0	5.5	0	1.5	1	0	0	1.5	2.5	0	8.5	0	1.5	1	4.5	1.5	0	1.5	0	2	0	4	0	5	1	1	2	3	0	1	2
4330572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.25	0.75	2	0	5.25	4.25	0.5	1	1	0.5	1.75	0	0.75	0.5	2.25	0	0	11.75	2.25	2	0.75	0.5	3.25	0.75	4.25	2.5	18.25	2	1	1	1.75	3.25	1.5	3.5	5	1	0.5	0.75	0.75	1.25	1.75	1.25	0	0	6	0	0.5	2	4.25
176660	0	0.8	0.6	0	0.6	0	0.4	1.6	0.4	5.4	5.2	0	0	0.4	0	0	0	0	0	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
898309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1.75	0	0	0	0.5	0	0	0	0	3.75	1	1.5	0	0	1.25	0	0	0	0	0	0	0	0.75	1	0.75	0	0	0	0	0.5	0.75	3.5	0	0	0	0	0	2	0	0
4299026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0.666666666666667	0.666666666666667	0	0	0	0	0	0	0.666666666666667	0	0	0	0.666666666666667	0	0.666666666666667	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	1.66666666666667	0	0
4479443	73	0	3	2	5	0	0	0	2	0	4	0	0	0	6	8	6	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1088118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.25	0	0	0	2.5	0	0	0	0	1.75	0	0	0	0	0	0	0	0	0	0	0	16.75	0	0	0	0	0	0	0	0	0.75	1.25	0	0	0	0	0	0	0	3.25	0	0	0	4	0	0	0	0
4368827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.5	20.75	0	6.75	0	1	0	7	0	0	16	0	0	0	0	0	0	0	1.75	0	23.75	0	0	0	9.25	0	0	0	0	0	0	33	0	0	0	0	0	0	0.5	0	0	0	30.75	0	0	1	31.75	0.75	0	0
41911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	1.5	1.25	0	0	1.75	0	0.75	1.5	9	2.5	2	0	0	12.25	0	0	0	0	0	0	3.75	0	0	0	6.25	0	0	0	0	0	0	0	0	6.25	0	0	0	0	0	0.75	4.5	0	0.5	0	0	2.75	0
4408085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	1.66666666666667	0.666666666666667	0	0	0	0	0	0.666666666666667	1.33333333333333	0	0	0	0	0.833333333333333	0.5	0	0	0	0	0	0.666666666666667	0.5	0	0	0.5	0	0	0	0.666666666666667	0.333333333333333	0.333333333333333	0	3.33333333333333	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0
4425512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0
3374533	0	0	0.75	8.5	5.25	0	10	1	0	1.25	0	0	0	0	0	28.25	11.75	0.5	0	3.75	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4480244	26.6666666666667	3	0	0	10.3333333333333	0	65.6666666666667	0	0	3	33.6666666666667	34	0	0	0	0	14.6666666666667	0	0	0	65	0	0	0	106.333333333333	0	0	12.6666666666667	7.33333333333333	4	15.3333333333333	0	30.3333333333333	35.6666666666667	19.6666666666667	21	64	13.6666666666667	34.3333333333333	0.666666666666667	0	56	2	0	0	0.666666666666667	1.66666666666667	10.6666666666667	6	0	4	1.66666666666667	1	0	1.33333333333333	0	0	1.33333333333333	1	0	0	22.6666666666667	0	0	0	1.66666666666667	0	2.66666666666667	21.3333333333333	8.66666666666667	15.6666666666667	1.33333333333333	0	17	1.66666666666667
4480246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	2.625	2.125	5.25	0	1	1	4.25	2.375	0	1.875	2.125	0	0	2.875	4.25	5.875	0	0.75	2.5	0.5	0	0	0	0	6.75	0	0	1.625	0.875	6.75	3.25	1.875	0	3.125	0	0	0	11	0	2.5	4.875	0.625	0	0	0	3.625	0
4472949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57142857142857	17.2857142857143	29.8571428571429	32.8571428571429	40.2857142857143	59.8571428571429	29.1428571428571	85.5714285714286	15.4285714285714	63.5714285714286	37.5714285714286	28.4285714285714	23.8571428571429	12.8571428571429	5.57142857142857	34.2857142857143	28.1428571428571	35.1428571428571	0	2.42857142857143	18.2857142857143	50.2857142857143	16.4285714285714	2.57142857142857	4.71428571428571	1	13.5714285714286	2.14285714285714	20.1428571428571	0	1	19.7142857142857	13.4285714285714	3.57142857142857	2.71428571428571	23.4285714285714	0.285714285714286	2.71428571428571	0	2.28571428571429	1.28571428571429	17.4285714285714	38.5714285714286	51.1428571428571	35.1428571428571	2.28571428571429	1.28571428571429	32.8571428571429	1
4472130	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0.666666666666667	0	0.666666666666667	1.66666666666667	0	0	0	0.666666666666667	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1096842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	1.8	4	0	0	0	2	2.2	0	22.8	0	0	0	13.8	0	0.4	1.4	0	13	4	14.8	0	2	10.4	0	0.4	0	0	0.4	0	2.8	0.4	0	12.4	0	10.2	0	0	2.2	5	3	22.2	27.4	0	0	0	11.2	11.2	0
4369272	0	0	0	8	12.6	18	0	0	0	83	27	44.6	0	0	11.2	0	13.8	1.4	0	9.4	43.4	13	22.6	10.6	34.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4334479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.66666666666667	0	0.666666666666667	0	0	0.666666666666667	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
4387963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	2.8	22.8	10.4	0	5.4	2.2	23	8	24	7.8	7	0	3	15.6	7.2	0	0	1.2	0.8	0	16	0	0.6	0.6	5.2	0	0	0.4	0	4	5.2	1.6	1	8.2	0	35	0	0	1.2	5.6	33.6	0.4	20	0	0	20.2	0
4428568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0.666666666666667	0	0	0	0	0.666666666666667	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4473972	1.6	0.6	0.6	0	0	0.4	0	0	1.4	1	1.8	2.2	1.4	0	0	1.8	0	0	0.4	0	0	0.4	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1.25	0	0.75	2	0	0	3.5	0	0.5	0	0	0.5	1.5	1.75	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1.75	0
16649	0	0	12	0	7.5	5.5	90.5	5	0	1.5	0	0	1.5	0	0	0	2.5	0	1.5	36	19	4.5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3272632	0.4	4.6	1.2	0	0.4	0	0	1.2	1.6	0.4	0.6	1.8	3.6	0.4	0	0	0.4	0	3.8	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4323508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.5	0	0	0	12.25	0	0	0	9.5	6	0	0	0	0	0	0	0	0	0	1.5	5.25	0	1	0.5	0	0	0.5	0	0	3.5	9	0	0	14.75	0	0	0	0	0	0.5	0	9.5	6.25	0	0	0	0	0	0
4436334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	2.33333333333333	0	0.666666666666667	0	0	0	0	0	4	0	0	0.666666666666667	1	0	1	0.666666666666667	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0.666666666666667
4474756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	1.75	2	0	18	2.25	1	0.75	0.5	6.25	0	3	5	7	5.5	3	6	2.5	0	2.25	0	0	2.75	2	0.5	1	1.5	0.75	0	0	2	0.5	2.5	0.5	1.25	2	0	0	2.25	0	1	0	1	1	0.75	0	2.5	1
