"","feces1","feces2","feces3","feces4","feces5","feces6","saliva1","saliva2","saliva3","saliva4","saliva5","saliva6","plaque1","plaque2","plaque3","plaque4","plaque5","plaque6"
"ASV329",0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0
"ASV330",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,26,0
"ASV331",0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0
"ASV332",0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0
"ASV333",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,113,0
"ASV334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0
"ASV335",0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV336",0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV337",0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV338",0,0,0,0,0,0,31,0,0,0,0,0,0,46,17,0,24,7
"ASV339",0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0
"ASV340",0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0
"ASV341",0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,42,0
"ASV342",0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV343",0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV344",0,0,0,0,0,0,0,0,38,63,22,0,0,0,0,0,0,0
"ASV345",0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0
"ASV346",0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0
"ASV347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
"ASV348",0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV349",0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0
"ASV350",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV351",0,35,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV352",0,0,0,0,0,0,0,0,0,0,0,0,71,0,49,0,0,0
"ASV353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
"ASV354",0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0
"ASV355",0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0
"ASV356",0,0,0,0,0,0,0,0,0,0,0,0,31,88,0,0,0,0
"ASV357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
"ASV358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
"ASV359",0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV360",0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV361",0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0
"ASV362",0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0
"ASV363",0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV364",0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV365",0,0,0,0,0,0,0,0,0,29,88,0,0,0,0,0,0,0
"ASV366",0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,17
"ASV367",10,0,0,0,73,32,0,0,0,0,0,0,0,0,0,0,0,0
"ASV368",0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV369",0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0
"ASV370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0
"ASV371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0
"ASV372",0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0
"ASV373",0,0,0,0,0,0,27,87,0,0,0,0,0,0,0,0,0,0
"ASV374",0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0
"ASV375",0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0
"ASV376",0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0
"ASV377",0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV378",0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0
"ASV379",0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
"ASV380",0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0
"ASV381",0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0
"ASV382",0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0
"ASV383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0
"ASV384",0,0,0,0,0,0,0,0,25,52,35,0,0,0,0,0,0,0
"ASV385",0,0,0,0,0,0,0,0,0,0,12,100,0,0,0,0,0,0
"ASV386",0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV387",0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0
"ASV388",0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,84,0
"ASV389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
"ASV390",0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
"ASV391",0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0
"ASV392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0
"ASV393",0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV394",0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0
"ASV395",0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0
"ASV396",0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0
"ASV397",0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0
"ASV398",0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0
"ASV399",108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV400",108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV401",0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV402",0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0
"ASV403",0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0
"ASV404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0
"ASV405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0
"ASV406",0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV407",0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV408",0,0,0,0,0,0,39,22,15,0,10,10,0,0,0,0,0,11
"ASV409",0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0
"ASV410",0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0
"ASV411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0
"ASV412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0
"ASV413",0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV414",0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV415",0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV416",0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0
"ASV417",0,0,0,0,0,0,0,60,0,21,0,25,0,0,0,0,0,0
"ASV418",0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0
"ASV419",0,0,0,0,0,0,0,0,0,0,0,3,0,103,0,0,0,0
"ASV420",0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0
"ASV421",56,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV422",0,0,0,0,0,0,0,23,82,0,0,0,0,0,0,0,0,0
"ASV423",0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
"ASV424",0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV425",0,0,0,0,0,0,0,64,0,0,40,0,0,0,0,0,0,0
"ASV426",0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0
"ASV427",0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0
"ASV428",0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0
"ASV429",0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV430",0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0
"ASV431",0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0
"ASV432",0,30,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV433",0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0
"ASV434",0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0
"ASV435",0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0
"ASV436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0
"ASV437",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV438",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV439",0,33,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV440",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV441",0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV442",0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV443",0,0,0,0,0,0,46,0,0,0,17,37,0,0,0,0,0,0
"ASV444",0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
"ASV445",0,0,0,0,0,0,0,0,0,0,0,91,0,9,0,0,0,0
"ASV446",0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"ASV447",0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV448",0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
"ASV449",0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0
"ASV450",0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0
"ASV451",0,0,0,0,0,0,0,0,15,0,84,0,0,0,0,0,0,0
"ASV452",0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0
"ASV453",0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0
"ASV454",0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0
"ASV455",0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0
"ASV456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
"ASV457",68,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV458",0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV459",0,0,0,0,0,0,0,0,23,0,0,75,0,0,0,0,0,0
"ASV460",0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0
"ASV461",0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0
"ASV462",0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV463",0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV464",0,0,0,2,0,0,0,0,11,21,0,46,0,0,17,0,0,0
"ASV465",0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0
"ASV466",0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0
"ASV467",0,0,0,0,0,0,0,0,0,0,7,80,0,0,0,0,10,0
"ASV468",0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0
"ASV469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,27,0,0
"ASV470",0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0
"ASV471",0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0
"ASV472",0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,14
"ASV473",0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,55,17
"ASV474",0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV475",0,0,0,0,0,0,15,0,0,0,80,0,0,0,0,0,0,0
"ASV476",0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0
"ASV477",0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0
"ASV478",0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0
"ASV479",0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,68
"ASV480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
"ASV481",0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0
"ASV482",0,0,0,0,0,0,0,0,33,60,0,0,0,0,0,0,0,0
"ASV483",0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0
"ASV484",0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0
"ASV485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0
"ASV486",0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,39
"ASV487",0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0
"ASV488",0,0,0,0,0,0,0,0,40,0,0,52,0,0,0,0,0,0
"ASV489",0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0
"ASV490",0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0
"ASV491",0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0
"ASV492",0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0
"ASV493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0
"ASV494",0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV495",0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0
"ASV496",0,0,0,0,0,0,0,0,5,0,0,0,0,11,42,0,33,0
"ASV497",0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0
"ASV498",0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0
"ASV499",0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0
"ASV500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0
"ASV501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0
"ASV502",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV503",0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0
"ASV504",0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
"ASV505",0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
"ASV506",0,0,0,0,0,0,0,0,0,0,38,52,0,0,0,0,0,0
"ASV507",0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0
"ASV508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0
"ASV509",0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV510",0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
"ASV511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0
"ASV512",0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV513",0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV514",0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV515",0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0
"ASV516",0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,41
"ASV517",0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0
"ASV518",0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0
"ASV519",0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0
"ASV520",0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0
"ASV521",0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0
"ASV522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0
"ASV523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0
"ASV524",0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV525",0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0
"ASV526",0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0
"ASV527",0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
"ASV528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0
"ASV529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0
"ASV530",0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV531",0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV532",0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV533",0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0
"ASV534",0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
"ASV535",0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0
"ASV536",0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0
"ASV537",0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
"ASV538",0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0
"ASV539",0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0
"ASV540",0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0
"ASV541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0
"ASV542",84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV543",0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV544",0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV545",0,0,0,0,0,0,0,0,64,0,0,0,20,0,0,0,0,0
"ASV546",0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
"ASV547",0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0
"ASV548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0
"ASV549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0
"ASV550",0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV551",0,0,0,0,0,0,33,0,50,0,0,0,0,0,0,0,0,0
"ASV552",0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0
"ASV553",0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0
"ASV554",0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0
"ASV555",0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0
"ASV556",0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV557",0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV558",0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV559",0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0
"ASV560",0,0,0,0,0,0,20,0,39,0,23,0,0,0,0,0,0,0
"ASV561",0,0,0,0,0,0,0,36,46,0,0,0,0,0,0,0,0,0
"ASV562",0,0,0,0,0,0,0,0,18,0,0,64,0,0,0,0,0,0
"ASV563",0,0,0,0,0,0,0,0,0,51,31,0,0,0,0,0,0,0
"ASV564",0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
"ASV565",0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0
"ASV566",0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV567",0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV568",0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0
"ASV569",0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
"ASV570",0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
"ASV571",0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
"ASV572",0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0
"ASV573",0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
"ASV574",0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0
"ASV575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0
"ASV576",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV577",0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV578",0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV579",0,0,0,0,0,0,34,0,0,0,0,0,22,0,24,0,0,0
"ASV580",0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
"ASV581",0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
"ASV582",0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0
"ASV583",0,0,0,0,0,0,0,0,0,0,0,0,58,22,0,0,0,0
"ASV584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
"ASV585",79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV586",79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV587",0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0
"ASV588",0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0
"ASV589",0,0,0,0,0,0,35,0,0,0,44,0,0,0,0,0,0,0
"ASV590",0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,13
"ASV591",0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0
"ASV592",0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0
"ASV593",0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
"ASV594",0,0,0,0,0,0,0,0,0,0,0,2,54,0,0,0,0,23
"ASV595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0
"ASV596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0
"ASV597",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV598",0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV599",0,0,0,0,0,0,0,0,0,28,0,50,0,0,0,0,0,0
"ASV600",0,0,0,0,0,0,0,0,0,0,13,0,28,0,0,0,37,0
"ASV601",0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0
"ASV602",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,60,0,0
"ASV603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0
"ASV604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
"ASV605",0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV606",0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV607",0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
"ASV608",0,0,0,0,0,0,0,0,41,0,14,0,0,0,0,0,0,22
"ASV609",0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0
"ASV610",0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
"ASV611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0
"ASV612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
"ASV613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37
"ASV614",76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV615",0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV616",0,69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV617",0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV618",0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,44
"ASV619",0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
"ASV620",0,0,0,0,0,0,50,0,0,0,25,0,0,0,0,0,0,0
"ASV621",0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,51,0
"ASV622",0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
"ASV623",0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
"ASV624",0,0,0,0,0,0,0,0,0,19,0,56,0,0,0,0,0,0
"ASV625",0,0,0,0,0,0,0,0,0,0,0,0,0,26,49,0,0,0
"ASV626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
"ASV627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
"ASV628",0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
"ASV629",0,0,0,0,0,0,57,0,0,0,0,0,17,0,0,0,0,0
"ASV630",0,0,0,0,0,0,17,0,0,0,0,0,57,0,0,0,0,0
"ASV631",0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0
"ASV632",0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0
"ASV633",0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,3
"ASV634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
"ASV635",0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV636",0,0,0,0,0,0,29,0,0,0,44,0,0,0,0,0,0,0
"ASV637",0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0
"ASV638",0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0
"ASV639",0,0,0,0,0,0,0,0,51,0,0,22,0,0,0,0,0,0
"ASV640",0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0
"ASV641",0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0
"ASV642",0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0
"ASV643",0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0
"ASV644",0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0
"ASV645",0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0
"ASV646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0
"ASV647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0
"ASV648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
"ASV649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
"ASV650",0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV651",0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,18
"ASV652",0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0
"ASV653",0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0
"ASV654",0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0
"ASV655",0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
"ASV656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0
"ASV657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
"ASV658",0,32,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
"ASV659",0,0,0,0,0,0,9,0,0,0,0,0,62,0,0,0,0,0
