order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
DUMP01	DTU030	Bacillota	Bacteria									0.0196078431372549			0.0094339622641509
DUOV01	DUOV01	Bacillota	Bacteria											0.0039370078740157	
DUPQ01	Clostridia	Bacillota	Bacteria	0.0066739690212975	0.011195575795423199	0.0160427807486631	0.008517887563884101		0.0170575692963752			0.09803921568627451	0.0040000001258077	0.039370255254208696	0.0201093946616221
DVGY01	DVGY01	Bacillota	Bacteria			0.0026737967914438									
Daviesbacterales	Microgenomatia	Patescibacteriota	Bacteria		0.0547948792994942	0.027325086601385502	0.0102214650766609		0.034546330460133896			0.21568627450980393	0.0364128919362453	0.051181102362204495	0.0188679245283018
Deferribacterales	Deferribacteres	Chrysiogenota	Bacteria	0.1650438141277849	0.3171151646680937	0.440719832641606	0.0749025559282426	0.1369641294129401	0.1501889590879416	0.181830112067029	0.2661442539075845	0.39215686274509803	0.2680036713445264	0.2519695630213144	0.2514956141838967
Deferrimicrobiales	Deferrimicrobia	Desulfobacterota_E	Bacteria	0.072463442705508	0.108635097493036	0.21122994652406402	0.0221465076840032	0.068181818181818	0.0982477776477315	0.0227272727272727	0.0083333333333333	0.0392156862745098	0.024	0.007874192262082701	0.0201093946616221
Deferrisomatales	Deferrisomatia	Desulfobacterota_C	Bacteria										0.0039999999999988		
Dehalobacteriales	Dehalobacteriia	Bacillota	Bacteria												0.0094339622641509
Dehalococcoidales	Dehalococcoidia	Chloroflexota	Bacteria	0.0329897584949817	0.1226204298843225	0.1718852257842055	0.0272572402153872	0.034090909090909	0.0512370448388506	0.1363747087590504	0.1916669953768965	0.33566259788624603	0.10021378235725051	0.1574804914746805	0.11445534602854629
Deinococcales	Deinococci	Deinococcota	Bacteria	0.0727485076641373	0.22624569858876228	0.27099081951248033	0.0936967632156891	0.14772727272727249	0.2657008924531634	0.0454600816522525	0.1166669953769181	0.5686274509803921	0.1360000019825589	0.405512517079826	0.20308541680586528
Desulfarculales	Desulfarculia	Desulfobacterota	Bacteria		0.0028390298344205	0.0160427807486631			0.0042643923240938	0.0227272727272727		0.0392156862745098	0.007999998968302401	0.039370078740157397	
Desulfatiglandales	DSM-4660	Desulfobacterota	Bacteria	0.0066739690212975	0.22401097954348148	0.0883657748579649	0.0323131180909177	0.0233277657765767	0.07602752325955581	0.1591028393397563	0.2411435964871442	0.21568627450980393	0.0924165605344601	0.0393702552542083	0.1037725008296165
Desulfitibacterales	DSM-16504	Bacillota	Bacteria												0.0094339622641509
Desulfitobacteriales	Desulfitobacteriia	Bacillota	Bacteria	0.0066739690212975	0.019646350386217398	0.0143063275338708	0.018733936141582		0.013783646061014	0.0681873543795252	0.0750000000000049	0.1568627450980392	0.0520036677479282	0.051181278876255606	0.06728237034508419
Desulfobaccales	Desulfobaccia	Desulfobacterota	Bacteria	0.0066739690212975	0.0273698622686638	0.09922404062689591	0.0034071550255536	0.0454545454545454	0.083503761829234			0.0784313725490196	0.0482064464839716	0.035433247380192705	0.0389773191899239
Desulfobacterales	Desulfobacteria	Desulfobacterota	Bacteria	0.1463086110680951	0.6531640989445637	0.2881014245781127	0.277628279938804	0.45514594759475807	0.7130485608662868	0.1136427576875038	0.22500032871022468	0.9215686274509803	0.2324081688709112	0.397639030873948	0.3605820284441066
Desulfobulbales	Desulfobulbia	Desulfobacterota	Bacteria	0.106454840246063	0.2278482142314748	0.21228573699933662	0.0885860306664006	0.1363636363636362	0.2909625051175689	0.0909146271067979	0.1166669953768916	0.45098039215686275	0.1164165623766085	0.2440950177311293	0.2247863947847841
Desulfofervidales	Desulfofervidia	Desulfobacterota	Bacteria									0.0392156862745098			
Desulfomonilales	Desulfomonilia	Desulfobacterota	Bacteria	0.0066739690212975	0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0063965884861407			0.058823529411764705	0.0160000012833128	0.043307263128224395	0.0389804835526315
Desulfotomaculales	Desulfotomaculia	Bacillota	Bacteria	0.0131578947368421	0.1824441132242315	0.0463352234849659	0.0647359454855195	0.1022727272727272	0.1477683223771558			0.2549019607843137	0.044619339577722	0.070866141732283	0.0377358490566036
Desulfovibrionales	Desulfovibrionia	Desulfobacterota_I	Bacteria	0.2720687842911066	1.443071255431772	0.9400314748852969	0.3814313824314416	0.5472560246024566	1.0040863590335352	0.7046033900828244	1.1984317755921388	2.0392156862745097	0.6742950422434945	0.7834668616118136	0.9906923410648542
Desulfurellales	Desulfurellia	Campylobacterota	Bacteria									0.0392156862745098	0.0120000000000001		
Desulfurobacteriales	Aquificia	Aquificota	Bacteria		0.0217996517520355	0.0056411529263612	0.0034071550255536		0.06434823476853781	0.0227272727272727		0.058823529411764705	0.0082064464839714	0.0196850393700786	0.0188679245283018
Desulfuromonadales	Desulfuromonadia	Desulfobacterota	Bacteria	0.0726534860112609	0.3381324750523208	0.4475918884880923	0.0510524707533788	0.1369641294129401	0.156041679441642	0.09091548496023111	0.1744772585306928	0.27450980392156865	0.1684165632824997	0.1653548602508144	0.2100353547273322
Dethiobacterales	Dethiobacteria	Bacillota	Bacteria										0.004		
Dictyoglomales	Dictyoglomia	Dictyoglomota	Bacteria				0.0034071550255536			0.0227272727272727		0.0392156862745098			
Diplorickettsiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0392156862745098	0.004	0.007874192262082701	0.0201093946616221
Dissulfuribacterales	Dissulfuribacteria	Desulfobacterota	Bacteria	0.0066739690212975	0.0415961295515453	0.0484219015894627	0.0102214650766609	0.0113636363636363	0.0203958298756905	0.0454600816522525	0.0750000000000049	0.1764705882352941	0.0402101133260079	0.0866143497423975	0.029543356925773
Dongiales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.019831863758139598	0.0056245451547547	0.0276753114910901	0.0068143100551188		0.0449274644892338		0.0083333333333333	0.11764705882352941	0.015996333353975302	0.0826773418683816	0.0578452437182257
Dormibacterales	Dormibacteria	Chloroflexota	Bacteria	0.0131578947368421	0.1916064317107935	0.18403534066299648	0.0306095405781409	0.0687823112311221	0.0263702365845561	0.1363755666124836	0.2328102631538109	0.11764705882352941	0.0880083948036084	0.1023620282103756	0.0836631061679944
Duberdicusellales	Koll11	Omnitrophota	Bacteria	0.013347938042595	0.0282368362613376	0.011163858954101099	0.0204429301553276		0.023302898991059598	0.090920163304505	0.1583333333333431	0.13725490196078433	0.0440073331808446	0.051181455390306906	0.0685206761156969
E44-bin15	Dehalococcoidia	Chloroflexota	Bacteria	0.0066739690212975	0.016903933451003	0.0026737967914438	0.008517887563884101		0.011651449495529799	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0157482080101141	0.0201093946616221
E44-bin18	DG-26	TA06	Bacteria											0.0039413639546537	
E44-bin80	E44-bin80	WOR-3	Bacteria								0.0083336620435535		0.008	0.0039370078740157	
Ectothiorhodospirales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0594005696215423	0.0775099581587206	0.10991922779267131	0.015332197623943599	0.034090909090909	0.0407273232235097		0.0416666666666352	0.1568627450980392	0.0242064464839714	0.0275594081462126	0.0685206761156969
Elainellales	Cyanobacteriia	Cyanobacteriota	Bacteria	0.019831863758139598	0.0027855153203342		0.0068143100511072		0.0449274644892338	0.0227272727272727	0.0083333333333333	0.0196078431372549	0.0119963332281676	0.0157482080101141	0.0201093946616221
Electryoneales	Electryoneia	Electryoneota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Elsterales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0028390298344205	0.0160427807486631					0.0083333333333333		0.0040000001258077	0.0354330708661417	
Elusimicrobiales	Elusimicrobia	Elusimicrobiota	Bacteria	0.0329897584949817	0.1520175027568996	0.2264169520883553	0.0357751277812769	0.045454545454545296	0.16087959902348892	0.0681818181818181	0.0166666666666666	0.5098039215686274	0.10461673364857	0.2480314960630092	0.0578452437182257
Endomicrobiales	Endomicrobiia	Elusimicrobiota	Bacteria	0.0200219070638925	0.0273698622686638	0.1050403059981094	0.0136286201042202	0.0454545454545454	0.0813561569817156		0.0083333333333333	0.23529411764705882	0.0562027808696453	0.0629926555264053	0.1075011596683284
Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	17.55925558387491	74.36800445205466	66.12441690683404	31.86117190861548	28.901065544916456	53.512869405576346	47.8233973296779	69.6249165105663	141.07247890880146	42.32926553238344	58.16924314580213	53.80648519389308
Enterobacterales_A	Gammaproteobacteria	Pseudomonadota	Bacteria	0.026505832779437098	0.25227103233216647	0.1699856939662578	0.0561632032668581	0.0233277657765767	0.1917033429306526	0.1818356482647361	0.3328109205742561	0.45098039215686275	0.1644155005168319	0.2244098018469991	0.1144479332270877
Entotheonellales	Entotheonellia	Tectomicrobia	Bacteria									0.0196078431372549			
Epilineales	Anaerolineae	Chloroflexota	Bacteria							0.0227272727272727		0.0392156862745098	0.0079999999999988	0.0039370078740157	
Eremiobacterales	Vulcanimicrobiia	Vulcanimicrobiota	Bacteria	0.0131578947368421	0.0027855153203342	0.0084900621626573	0.0017035775147826		0.0042643923240938		0.0166666666666666	0.0392156862745098			0.0188679245283018
Erginobacterales	Erginobacteria	PUNC01	Bacteria		0.0028390298344205	0.0160427807486631							0.008000000125807701	0.0354330708661417	
Erysipelotrichales	Bacilli	Bacillota	Bacteria	0.6070172509441121	2.3952042480538314	1.9645643759780202	1.3044048251470917	0.7757349666173693	1.4101430437248375	1.7273988128894475	2.4890546028712777	4.705315454590755	1.3357820527342725	1.8661468511909243	1.5813909483503614
Eubacteriales	Clostridia	Bacillota	Bacteria	0.0848098458640617	0.0443092738849972	0.066844919786096	0.7083775307037515		0.1288831209410574	0.1818237180158888	0.1083336620435583	0.2543350624338926	0.06400366903124251	0.0669296634004212	0.1492822975043198
Eutrophobiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0658844953370869	0.18238455200519738	0.0992360744685927	0.0203880755034857	0.0233277657765767	0.018242544857523798	0.0454554033079786	0.1078105918640212	0.23529411764705882	0.10420644872704969	0.0708663182463344	0.1037725008296165
Euzebyales	Nitriliruptoria	Actinomycetota	Bacteria				0.0034071550255536		0.0577360509538613		0.0083333333333333	0.0784313725490196	0.004	0.0157480314960629	0.0094339622641509
Exiguobacteriales	Bacilli	Bacillota	Bacteria	0.053011665558874196	0.2441934582491605	0.2722706347806436	0.0476507322088833	0.11423685668566749	0.1176201724076371	0.0681826760352513	0.107810263153801	0.3333333333333333	0.0639963345114816	0.1141739344026612	0.1546667225503319
FACHB-46	Cyanobacteriia	Cyanobacteriota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.0159999999999998		
FEN-1173	Elusimicrobia	Elusimicrobiota	Bacteria	0.019831863758139598	0.0027855153203342	0.013837655745545	0.0051107325403362	0.0113636363636363	0.0063965884861407			0.0784313725490196	0.0160000011575064	0.003937184388067	0.0389804835526315
FEN-1346	Phycisphaerae	Planctomycetota	Bacteria									0.0196078431372549			
FW602-bin16	Dehalococcoidia	Chloroflexota	Bacteria									0.0196078431372549			
FW602-bin22	FW602-bin22	Chloroflexota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.007874192262082701	0.0201093946616221
Fen-1058	Anaerolineae	Chloroflexota	Bacteria									0.0392156862745098	0.0080000011575063	0.0118110236220472	0.0283050511551603
Fen-1088	Polyangia	Myxococcota	Bacteria		0.0274777114208765	0.0377267144236874			0.0087443803801607		0.0249999999999999	0.0392156862745098	0.024206446735586903	0.09055118110236199	0.0377358490566036
Fen-336	Vicinamibacteria	Acidobacteriota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0095192533334829	0.0454600816522525	0.0750000000000049	0.0392156862745098	0.0240036665904221	0.0157480314960628	
Fen-727	Geothermincolia	Actinomycetota	Bacteria											0.0157480314960629	0.0094339622641509
Fermentibacterales	Fermentibacteria	Fermentibacterota	Bacteria		0.0301561977130382	0.0056411529263612			0.0087443803801607			0.0784313725490196	0.0242053861445191	0.0039370078740157	0.0283018867924527
Fermentithermobacillales	Fermentithermobacillia	Bacillota	Bacteria		0.0083565459610027	0.0053475935828876						0.09803921568627451	0.020001061496956102	0.0196848628560453	0.0283050511551603
Ferrovibrionales	Alphaproteobacteria	Pseudomonadota	Bacteria						0.0556038543883771			0.0196078431372549			
Fibrobacterales	Fibrobacteria	Fibrobacterota	Bacteria	0.0532017088646271	0.240745647744754	0.3428451418334564	0.0493488932117391	0.11423685668566749	0.2087077578222549	0.09091548496023111	0.1661435964871393	0.37254901960784315	0.1364165623766086	0.2401585393992674	0.2514924498211891
Fimbriimonadales	Fimbriimonadia	Armatimonadota	Bacteria	0.0464327181904531	0.0988786536142038	0.0521514888561794	0.0136286201042202	0.0227272727272726	0.113819938363		0.0166666666666666	0.39215686274509803	0.06861827923827221	0.0787408635365196	0.118173427703092
Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	1.40500700399666	5.3261140014512085	5.2294327926784785	1.474738746702382	1.7560049304930367	3.870720309291581	3.6821091064355715	5.553153294506861	12.337991862439159	3.42562074636212	5.4015899833580425	4.304387677378339
Flavobacteriales_B	Bacteroidia	Bacteroidota	Bacteria	0.046337696537576606	0.0798101825443761	0.1128865839275887	0.0136286200932621	0.068181818181818	0.0657236926600992		0.07500032871018861	0.1568627450980392	0.0684128918104375	0.059055647652389506	0.08863007077731899
Foliamicales	Gammaproteobacteria	Pseudomonadota	Bacteria										0.004	0.0078740157480314	
Francisellales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.1061183527706248	0.6860075331411497	0.3925795147353239	0.161779592573022	0.17166076019673118	0.2782859543687002	0.3181946062840984	0.4156211837280521	1.5905645586705597	0.2654524688351538	0.574804738232758	0.6124806938630585
Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	0.1706212266121647	0.3271962699980845	0.5130385461074035	0.8361458441630892	0.1136363636363633	0.5965232460820951	0.6136806532180198	0.6750006574204793	1.0582566310613435	0.4080146697376037	0.5551191693205252	0.3326158258149504
G002776555	Gammaproteobacteria	Pseudomonadota	Bacteria						0.0556038543883771						
G020346125	BSN033	Desulfobacterota	Bacteria									0.0196078431372549			
G020349025	Krumholzibacteriia	Krumholzibacteriota	Bacteria									0.0196078431372549			
G030406045	Gammaproteobacteria	Pseudomonadota	Bacteria										0.0039999999999988		
GCA-001735895	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0169574479650893	0.0187165775401069	0.0170357751188158		0.0151445007934859	0.0454600816522525	0.0833333333333382	0.0784313725490196	0.0440036667162301	0.051181102362204495	0.0094339622641509
GCA-002687715	GCA-002687715	Planctomycetota	Bacteria	0.0131578947368421	0.0501392757660167	0.11009434023752361	0.010221465087619	0.034090909090909	0.0170575693055834			0.0392156862745098	0.012	0.0039370078740157	
GCA-002705445	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0845247809054323	0.124227305581586	0.1102127871361448	0.6998596431398676	0.0113636363636363	0.12718211583951938	0.1818237180158888	0.0916666666666715	0.2543350624338926	0.0564165599357882	0.12204724409448789	0.06634640894879179
GCA-002720895	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0157480314960629	
GCA-002772825	Minisyncoccia	Patescibacteriota	Bacteria									0.0196078431372549			
GCA-002779875	Minisyncoccia	Patescibacteriota	Bacteria									0.0196078431372549			
GCA-00278855	Microgenomatia	Patescibacteriota	Bacteria											0.0039370078740157	
GCA-002791395	4484-211	Patescibacteriota	Bacteria				0.0034071550255536								
GCA-002796325	UBA10199	UBA10199	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
GCA-016699595	Dojkabacteria	Patescibacteriota	Bacteria								0.0083333333333333				
GCA-020354555	Hebobacteria	Armatimonadota	Bacteria							0.0227272727272727				0.0078740157480314	
GCA-2687025	WGA-4E	Poribacteria	Bacteria									0.0196078431372549			
GCA-2716485	Marinamargulisbacteria	Margulisbacteria	Bacteria									0.0196078431372549		0.0039370078740157	
GCA-2721365	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
GCA-2729495	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0734264920528776	0.0224749640916718	0.0026737967914438	0.0119250425894377		0.0693875004493911	0.0454600816522525	0.0833333333333382	0.0784313725490196	0.0440036677479287	0.031496239506177	0.0996587807214742
GCA-2731375	Alphaproteobacteria	Pseudomonadota	Bacteria		0.1691322877431622	0.087778656171018	0.0220916530142568	0.0233277657765767	0.0083564370006115	0.09091548496023111	0.157810263153806	0.058823529411764705	0.024003666716230002	0.043307086614173096	0.0364901304845323
GCA-2747355	Polyangia	Myxococcota	Bacteria								0.0083333333333333				
GCA-2863065	UBA9042	Myxococcota	Bacteria								0.0083333333333333				
GCF-002020875	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0056245451547547	0.0160427807486631	0.0017035775127768		0.0063965884861407			0.058823529411764705	0.0080000001258075	0.0551182867502716	0.029543356925773
GIF9	Dehalococcoidia	Chloroflexota	Bacteria	0.019926885411016	0.1772988122992075	0.10649523371112489	0.0306095405691885	0.0233277657765767	0.0437684071860279	0.09091548496023111	0.1994769298204412	0.09803921568627451	0.0480036668420378	0.08661452625644879	0.0861428820719274
GM7ARS4	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	
GN15	MSB-5A5	Zixibacteria	Bacteria	0.013347938042595	0.08879358773049789	0.038020273767160696	0.028960817717205902		0.0460465207607701	0.1818347904113029	0.233333333333348	0.11764705882352941	0.0804238928650174	0.0826775183824327	0.059086713851546
GRL18	Gammaproteobacteria	Pseudomonadota	Bacteria	0.013347938042595			0.0051107325383304		0.0513240529753745		0.0166669953768868	0.0196078431372549	0.0239963332281664	0.019685392398181102	0.0402187893232442
GWA2-35-9	UBA1384	Patescibacteriota	Bacteria								0.0083333333333333				
GWA2-38-11	GWA2-38-11	Schekmanbacteria	Bacteria				0.0034071550255536		0.0021321965654842			0.0392156862745098	0.0079999999999988	0.0039370078740157	
GWA2-43-13	Patescibacteriia	Patescibacteriota	Bacteria		0.1030640668523676	0.0133689839572192	0.0545144804088586	0.1022727272727272	0.1108742004264392			0.0196078431372549	0.0160000011575063		0.0188710888910094
GWA2-44-7	Microgenomatia	Patescibacteriota	Bacteria	0.0594955912744188	0.2607606640325516	0.214209336500678	0.0493488932206916	0.0574186748674857	0.074889241020967	0.1363755666124836	0.24114392519736438	0.19607843137254902	0.1002137809481298	0.0826776948964841	0.1534284167797192
GWA2-47-26	Patescibacteriia	Patescibacteriota	Bacteria								0.0729007170081027	0.0196078431372549		0.0039370078740157	
GWC2-36-17	Minisyncoccia	Patescibacteriota	Bacteria		0.0028390298344205	0.0218590461198766	0.0017035775147826					0.0392156862745098	0.0040000001258077	0.0354330708661417	0.0094339622641509
GWC2-55-46	GWC2-55-46	Desulfobacterota	Bacteria		0.024638681586456	0.024357730466468098			0.0087443803801607			0.13725490196078433	0.0202064477672854	0.039370078740157397	0.0283050511551603
GWE2-31-10	GWE2-31-10	Spirochaetota	Bacteria	0.0066739690212975	0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0620004428745178			0.0196078431372549	0.0040000001258077	0.039370255254208696	0.0201093946616221
GWF2-39-127	Riflemargulisbacteria	Margulisbacteria	Bacteria									0.0196078431372549			
Ga0077536	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0393788975426745	0.0053475935828876	0.0238500851788755		0.0233028989910596	0.11364743603177771	0.1500000000000098	0.058823529411764705	0.0520073343383497	0.0157480314960628	0.0283050511551603
Gaiellales	Thermoleophilia	Actinomycetota	Bacteria	0.0730335726227667	0.23707009393707068	0.300696143561836	0.11754684838561219	0.1818181818181816	0.2562641103395967	0.2045620631385756	0.2921897368462132	0.5686274509803921	0.192213785774167	0.2913398182755229	0.3105929051996089
Gastranaerophilales	Vampirovibrionia	Cyanobacteriota	Bacteria	0.1922147984773572	0.7251283466091273	0.7039141799167041	0.1566742765555701	0.13696412941294	0.457684897006041	0.5454941566919277	0.7161435964977985	1.8823529411764706	0.466293977038165	0.7992148931078954	0.7060682361615793
Geminicoccales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.019831863758139598	0.0888963754831415	0.1286358053327782	0.0170357751367205	0.034090909090909	0.0417177915053677	0.0454600816522525	0.0750000000000049	0.0784313725490196	0.0482101132002002	0.0590552946242872	0.029543356925773
Gemmatales	Planctomycetia	Planctomycetota	Bacteria	0.0726534860112609	0.3827845326784941	0.49525155894575584	0.0800132884775311	0.1710550385038491	0.1634133291471266	0.1591028393397563	0.2578102631538108	0.47058823529411764	0.1804165616919588	0.12992184356837191	0.1911642658363228
Gemmatimonadales	Gemmatimonadetes	Gemmatimonadota	Bacteria	0.0928654363809063	0.4126498541700118	0.5010189119689307	0.1771720613497763	0.2272727272727269	0.503086074882875	0.5682261077634743	0.7250437600540853	1.392156862745098	0.4166439527638932	0.5196864514824862	0.46278093592205116
Geobacterales	Desulfuromonadia	Desulfobacterota	Bacteria	0.0663596036014692	0.14739643848568978	0.1886902376646678	0.0494037478834915	0.034090909090909	0.2426934211148574	0.1818347904113029	0.2500003287102348	0.5490196078431372	0.13642022865981301	0.2086624764071232	0.1867004325442041
Geothermincolales	Geothermincolia	Actinomycetota	Bacteria		0.0217996517520355	0.013662543300692699	0.0017035775127768	0.0113636363636363	0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0078740157480314	0.0094339622641509
Gloeobacterales	Cyanobacteriia	Cyanobacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Gloeomargaritales	Cyanobacteriia	Cyanobacteriota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0392156862745098	0.012		0.0188679245283018
Gorgyraeales	Koll11	Omnitrophota	Bacteria	0.019831863758139598	0.0027855153203342		0.0017035775127768		0.0063965884861407		0.0250003287102201		0.008	0.007874192262082701	0.0201093946616221
Gp22-AA2	Polarisedimenticolia	Acidobacteriota	Bacteria	0.0066739690212975	0.0141184181306688	0.0084900621626573	0.0102214650786667		0.015915841819623598	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.0200036665904223	0.0118112001360984	0.029543356925773
Gp7-AA8	Thermoanaerobaculia	Acidobacteriota	Bacteria	0.0329897584949817	0.1200750293315432	0.2433155080213902	0.0255536627095569	0.068181818181818	0.10137044249507371	0.0454600816522525	0.0833336620435584	0.09803921568627451	0.0600036668420377	0.10629938911247609	0.029543356925773
Granulosicoccales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.019831863758139598	0.2051531453785101	0.1920567310373281	0.0272023855615395	0.0574186748674857	0.1206904641744167	0.0454554033079786	0.0828102631538011	0.058823529411764705	0.0359963345114816	0.062992302498303	0.0849045763013147
Gygaellales	Koll11	Omnitrophota	Bacteria	0.0329897584949817	0.0499584838903962	0.05691196375212	0.0119250425914435	0.0113636363636363	0.1936039815269625	0.0454600816522525	0.0750000000000049	0.23529411764705882	0.0842111748229615	0.1141732283464742	0.0767163326092351
H02-48-17	Patescibacteriia	Patescibacteriota	Bacteria						0.0042643923240938						
H5-PLA8	SZUA-567	Planctomycetota	Bacteria										0.0079999999999988		
H5-UNCL2	Hinthialibacteria	Hinthialibacterota	Bacteria								0.0083333333333333				
HDB-SIOI813	9FT-COMBO-42-15	Nitrospirota	Bacteria		0.024638681586456	0.0216839336750243			0.0087443803801607			0.058823529411764705	0.012206446609779101	0.039370078740157397	0.0094339622641509
HGM11327	Clostridia	Bacillota	Bacteria						0.0042643923240938						
HGM11514	Clostridia	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407				0.004	0.007874192262082701	0.0201093946616221
HGW-17	Polyangia	Myxococcota	Bacteria		0.0027855153203342	0.0053475935828877					0.0083333333333333			0.0039370078740157	
HIMB59	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0330847801478581	0.07315564633390159	0.1582226824835127	0.0391822827869202	0.0454545454545454	0.18173974818818012	0.1591075176840302	0.2666666666666812	0.2549019607843137	0.1520036677625316	0.2007877546029046	0.0873917650067063
HK-STAS-PATE-3	Patescibacteriia	Patescibacteriota	Bacteria				0.0034071550255536			0.0227272727272727					
HK1	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0601171437084863	0.0027855153203345							0.0392156862745098			0.0418103726405409
HR10	Blastocatellia	Acidobacteriota	Bacteria		0.024638681586456	0.0216839336750243			0.0087443803801607			0.0392156862745098	0.012206446609779101	0.043307086614173096	0.0094339622641509
HRBIN16	HRBIN16	Armatimonadota	Bacteria	0.0066739690212975	0.0055710306406685		0.0051107325383304		0.0085287850516249			0.058823529411764705	0.004	0.007874192262082701	0.0201093946616221
HRBIN17	HRBIN17	Armatimonadota	Bacteria	0.0263157894736842	0.0670432092170197	0.10695187165775391	0.015332197623943701	0.034090909090909	0.0223124303149725	0.0454600816522525	0.0833333333333382	0.0196078431372549	0.0320036665904223	0.011811023622047102	
HRBIN30	Binatia	Desulfobacterota_B	Bacteria		0.0141184181306688	0.0084900621626573	0.008517887565889901		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0784313725490196	0.0200036665904223	0.0078740157480314	
HTCC5015	Gammaproteobacteria	Pseudomonadota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011				0.0364901304845323
Halanaerobiales	Halanaerobiia	Bacillota	Bacteria	0.0329897584949817	0.0084100604750889	0.0240641711229946	0.008517887563884		0.0170575701032498		0.0250003287102201	0.09803921568627451	0.028000000125807802	0.0787403339943659	0.07671316824652749
Haliangiales	Polyangia	Myxococcota	Bacteria	0.026505832779437098	0.1021486397451766	0.14590948900156642	0.017035775140732	0.045454545454545296	0.0473395070381862		0.0083336620435535	0.21568627450980393	0.0484128930937505	0.0708664947603857	0.0685206761156969
Halobacteroidales	Halanaerobiia	Bacillota	Bacteria		0.0055702105166283	0.0909090909090909	0.0017035775127768	0.0454545454545454	0.0127589385745555				0.024	0.0078740157480314	
Haloplasmatales	Bacilli	Bacillota	Bacteria		0.0027855153203342							0.0196078431372549			
Halothiobacillales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.013347938042595	0.1248637186044031	0.0190101368835804	0.0579216354344122	0.1022727272727272	0.1345439539409282	0.0227272727272727		0.1568627450980392	0.0242064464839715	0.015748384524165403	0.0496527515873951
Hatepunaeales	AABM5-125-24	Electryoneota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Hebobacterales	Hebobacteria	Armatimonadota	Bacteria			0.0058162653712135	0.0017035775147826		0.0021321961620469			0.0392156862745098			
Hinthialibacterales	Hinthialibacteria	Hinthialibacterota	Bacteria		0.0028390298344205	0.0160427807486631	0.0034071550255536	0.0113636363636363	0.0385308760030931			0.0196078431372549	0.015996333353975302	0.047244094488188795	
Holophagales	Holophagae	Acidobacteriota	Bacteria	0.013347938042595	0.0197964777995098	0.03475935828877	0.0119250425894377		0.018048037981670498	0.0909146271067979	0.10000032871022499	0.23529411764705882	0.07200366684203531	0.1141735813745588	0.0779546383798478
Holosporales	Alphaproteobacteria	Pseudomonadota	Bacteria								0.0083333333333333	0.0196078431372549	0.0039999999999988		
